group,actor,recipient,category,start,stop,duration
GH030451,2,12,quiver,2742,2786,45
GH030451,2,12,none,2787,4691,1905
GH030451,2,12,quiver,4692,4767,76
GH030451,2,12,none,4768,8006,3239
GH030451,2,12,quiver,8007,8172,166
GH030451,2,12,none,8173,8546,374
GH030451,2,12,quiver,8547,8712,166
GH030451,2,12,none,8713,9086,374
GH030451,2,12,dart_bite,9087,9154,68
GH030451,2,12,none,9155,10969,1815
GH030451,2,12,quiver,10970,11052,83
GH030451,2,12,none,11053,12686,1634
GH030451,2,12,dart_bite,12687,12745,59
GH030451,2,12,none,12746,15034,2289
GH030451,2,12,quiver,15035,15102,68
GH030451,2,12,none,15103,17516,2414
GH030451,2,12,quiver,17517,17577,61
GH030451,2,12,none,17578,17869,292
GH030451,2,12,quiver,17870,17930,61
GH030451,2,12,none,17931,18011,81
GH030451,2,12,quiver,18012,18072,61
GH030451,2,12,none,18073,20236,2164
GH030451,2,12,quiver,20237,20300,64
GH030451,2,12,none,20301,20554,254
GH030451,2,12,quiver,20555,20600,46
GH030451,2,12,none,20601,21209,609
GH030451,2,13,none,0,21209,21210
GH030451,2,14,none,0,21209,21210
GH030451,2,3,none,0,21209,21210
GH030451,2,4,none,0,21209,21210
GH030451,2,5,none,0,21209,21210
GH030451,2,6,none,0,3911,3912
GH030451,2,6,lateral_display,3912,4099,188
GH030451,2,6,none,4100,4114,15
GH030451,2,6,frontal_display,4115,4135,21
GH030451,2,6,none,4136,21209,17074
GH030451,2,7,none,0,1204,1205
GH030451,2,7,lateral_display,1205,1272,68
GH030451,2,7,none,1273,21209,19937
GH030451,2,8,none,0,21209,21210
GH030451,2,9,none,0,21209,21210
GH030451,3,0,none,0,889,890
GH030451,3,0,lateral_display,890,942,53
GH030451,3,0,none,943,1016,74
GH030451,3,0,dart_bite,1017,1081,65
GH030451,3,0,none,1082,2831,1750
GH030451,3,0,frontal_display,2832,2865,34
GH030451,3,0,none,2866,6439,3574
GH030451,3,0,frontal_display,6440,6477,38
GH030451,3,0,none,6478,8759,2282
GH030451,3,0,dart_bite,8760,8780,21
GH030451,3,0,none,8781,12386,3606
GH030451,3,0,dart_bite,12387,12432,46
GH030451,3,0,none,12433,19339,6907
GH030451,3,0,approach,19340,19392,53
GH030451,3,0,none,19393,19459,67
GH030451,3,0,dart_bite,19460,19512,53
GH030451,3,0,none,19513,20366,854
GH030451,3,0,frontal_display,20367,20404,38
GH030451,3,0,none,20405,21209,805
GH030451,3,1,none,0,21209,21210
GH030451,3,10,none,0,21209,21210
GH030451,3,11,none,0,5951,5952
GH030451,3,11,frontal_display,5952,5991,40
GH030451,3,11,none,5992,8637,2646
GH030451,3,11,lateral_display,8638,8759,122
GH030451,3,11,none,8760,20756,11997
GH030451,3,11,lateral_display,20757,20847,91
GH030451,3,11,none,20848,21209,362
GH030451,3,12,none,0,21209,21210
GH030451,3,13,none,0,21209,21210
GH030451,3,14,none,0,21209,21210
GH030451,3,2,none,0,21209,21210
GH030451,3,4,none,0,21209,21210
GH030451,3,5,none,0,21209,21210
GH030451,3,6,none,0,20186,20187
GH030451,3,6,dart_bite,20187,20247,61
GH030451,3,6,none,20248,21209,962
GH030451,3,7,none,0,21209,21210
GH030451,3,8,none,0,1271,1272
GH030451,3,8,frontal_display,1272,1332,61
GH030451,3,8,none,1333,1444,112
GH030451,3,8,lateral_display,1445,1564,120
GH030451,3,8,none,1565,7331,5767
GH030451,3,8,lateral_display,7332,7474,143
GH030451,3,8,none,7475,21209,13735
GH030451,3,9,none,0,16481,16482
GH030451,3,9,frontal_display,16482,16519,38
GH030451,3,9,none,16520,21209,4690
GH030451,4,0,none,0,409,410
GH030451,4,0,frontal_display,410,507,98
GH030451,4,0,none,508,611,104
GH030451,4,0,frontal_display,612,650,39
GH030451,4,0,none,651,1939,1289
GH030451,4,0,dart_bite,1940,2005,66
GH030451,4,0,none,2006,5726,3721
GH030451,4,0,frontal_display,5727,5765,39
GH030451,4,0,none,5766,7474,1709
GH030451,4,0,frontal_display,7475,7524,50
GH030451,4,0,none,7525,9326,1802
GH030451,4,0,frontal_display,9327,9417,91
GH030451,4,0,none,9418,10211,794
GH030451,4,0,dart_bite,10212,10257,46
GH030451,4,0,none,10258,10466,209
GH030451,4,0,frontal_display,10467,10534,68
GH030451,4,0,none,10535,10594,60
GH030451,4,0,dart_bite,10595,10647,53
GH030451,4,0,none,10648,12686,2039
GH030451,4,0,frontal_display,12687,12754,68
GH030451,4,0,none,12755,13151,397
GH030451,4,0,approach,13152,13212,61
GH030451,4,0,none,13213,13226,14
GH030451,4,0,dart_bite,13227,13272,46
GH030451,4,0,none,13273,20891,7619
GH030451,4,0,dart_bite,20892,20944,53
GH030451,4,0,none,20945,21209,265
GH030451,4,1,none,0,21209,21210
GH030451,4,10,none,0,21209,21210
GH030451,4,11,none,0,21209,21210
GH030451,4,12,none,0,5906,5907
GH030451,4,12,quiver,5907,5967,61
GH030451,4,12,none,5968,21209,15242
GH030451,4,13,none,0,21209,21210
GH030451,4,14,none,0,21209,21210
GH030451,4,2,none,0,21209,21210
GH030451,4,3,none,0,10943,10944
GH030451,4,3,frontal_display,10944,11013,70
GH030451,4,3,none,11014,11029,16
GH030451,4,3,chase,11030,11090,61
GH030451,4,3,none,11091,11095,5
GH030451,4,3,chase,11096,11097,2
GH030451,4,3,none,11098,11137,40
GH030451,4,3,chase,11138,11150,13
GH030451,4,3,none,11151,21209,10059
GH030451,4,5,none,0,21209,21210
GH030451,4,6,none,0,3656,3657
GH030451,4,6,frontal_display,3657,3724,68
GH030451,4,6,chase,3725,3860,136
GH030451,4,6,none,3861,21209,17349
GH030451,4,7,none,0,11231,11232
GH030451,4,7,lateral_display,11232,11285,54
GH030451,4,7,none,11286,21209,9924
GH030451,4,8,none,0,21209,21210
GH030451,4,9,none,0,3431,3432
GH030451,4,9,frontal_display,3432,3489,58
GH030451,4,9,none,3490,9911,6422
GH030451,4,9,frontal_display,9912,9964,53
GH030451,4,9,none,9965,14914,4950
GH030451,4,9,frontal_display,14915,14962,48
GH030451,4,9,none,14963,16819,1857
GH030451,4,9,lateral_display,16820,16872,53
GH030451,4,9,none,16873,21209,4337
GH030451,5,0,none,0,21209,21210
GH030451,5,1,none,0,21209,21210
GH030451,5,10,none,0,21209,21210
GH030451,5,11,none,0,21209,21210
GH030451,5,12,none,0,21209,21210
GH030451,5,13,none,0,2351,2352
GH030451,5,13,quiver,2352,2441,90
GH030451,5,13,frontal_display,2442,2480,39
GH030451,5,13,none,2481,3094,614
GH030451,5,13,quiver,3095,3229,135
GH030451,5,13,none,3230,3394,165
GH030451,5,13,quiver,3395,3484,90
GH030451,5,13,none,3485,5786,2302
GH030451,5,13,quiver,5787,6005,219
GH030451,5,13,none,6006,15086,9081
GH030451,5,13,quiver,15087,15114,28
GH030451,5,13,frontal_display,15115,15169,55
GH030451,5,13,none,15170,15241,72
GH030451,5,13,quiver,15242,15387,146
GH030451,5,13,none,15388,15708,321
GH030451,5,13,quiver,15709,15761,53
GH030451,5,13,frontal_display,15762,15795,34
GH030451,5,13,none,15796,15799,4
GH030451,5,13,quiver,15800,16092,293
GH030451,5,13,none,16093,16759,667
GH030451,5,13,quiver,16760,16834,75
GH030451,5,13,none,16835,17324,490
GH030451,5,13,frontal_display,17325,17336,12
GH030451,5,13,none,17337,21209,3873
GH030451,5,14,none,0,21209,21210
GH030451,5,2,none,0,21209,21210
GH030451,5,3,none,0,21209,21210
GH030451,5,4,none,0,21209,21210
GH030451,5,6,none,0,4144,4145
GH030451,5,6,lateral_display,4145,4175,31
GH030451,5,6,none,4176,21209,17034
GH030451,5,7,none,0,11464,11465
GH030451,5,7,frontal_display,11465,11569,105
GH030451,5,7,none,11570,21209,9640
GH030451,5,8,none,0,21209,21210
GH030451,5,9,none,0,21209,21210
GH030451,6,0,none,0,4354,4355
GH030451,6,0,dart_bite,4355,4392,38
GH030451,6,0,none,4393,14711,10319
GH030451,6,0,frontal_display,14712,14772,61
GH030451,6,0,none,14773,14831,59
GH030451,6,0,frontal_display,14832,14899,68
GH030451,6,0,none,14900,21209,6310
GH030451,6,1,none,0,21209,21210
GH030451,6,10,none,0,21209,21210
GH030451,6,11,none,0,21209,21210
GH030451,6,12,none,0,21209,21210
GH030451,6,13,none,0,21209,21210
GH030451,6,14,none,0,21209,21210
GH030451,6,2,none,0,21209,21210
GH030451,6,3,none,0,21209,21210
GH030451,6,4,none,0,21209,21210
GH030451,6,5,none,0,21209,21210
GH030451,6,7,none,0,21209,21210
GH030451,6,8,none,0,21209,21210
GH030451,6,9,none,0,21209,21210
GH030451,7,0,none,0,21209,21210
GH030451,7,1,none,0,21209,21210
GH030451,7,10,none,0,21209,21210
GH030451,7,11,none,0,21209,21210
GH030451,7,12,none,0,21209,21210
GH030451,7,13,none,0,8201,8202
GH030451,7,13,lateral_display,8202,8292,91
GH030451,7,13,none,8293,11336,3044
GH030451,7,13,lateral_display,11337,11486,150
GH030451,7,13,frontal_display,11487,11547,61
GH030451,7,13,none,11548,11629,82
GH030451,7,13,lateral_display,11630,11704,75
GH030451,7,13,dart_bite,11705,11732,28
GH030451,7,13,none,11733,12829,1097
GH030451,7,13,frontal_display,12830,12882,53
GH030451,7,13,none,12883,13451,569
GH030451,7,13,quiver,13452,13488,37
GH030451,7,13,none,13489,13522,34
GH030451,7,13,quiver,13523,13571,49
GH030451,7,13,none,13572,14522,951
GH030451,7,13,lateral_display,14523,14591,69
GH030451,7,13,frontal_display,14592,14637,46
GH030451,7,13,none,14638,21086,6449
GH030451,7,13,lateral_display,21087,21195,109
GH030451,7,13,none,21196,21209,14
GH030451,7,14,none,0,21209,21210
GH030451,7,2,none,0,1196,1197
GH030451,7,2,lateral_display,1197,1265,69
GH030451,7,2,none,1266,21209,19944
GH030451,7,3,none,0,21209,21210
GH030451,7,4,none,0,11231,11232
GH030451,7,4,lateral_display,11232,11292,61
GH030451,7,4,none,11293,21209,9917
GH030451,7,5,none,0,881,882
GH030451,7,5,frontal_display,882,957,76
GH030451,7,5,lateral_display,958,1077,120
GH030451,7,5,none,1078,5651,4574
GH030451,7,5,lateral_display,5652,5772,121
GH030451,7,5,none,5773,10316,4544
GH030451,7,5,frontal_display,10317,10367,51
GH030451,7,5,none,10368,13571,3204
GH030451,7,5,dart_bite,13572,13625,54
GH030451,7,5,none,13626,14425,800
GH030451,7,5,lateral_display,14426,14522,97
GH030451,7,5,none,14523,21209,6687
GH030451,7,6,none,0,21209,21210
GH030451,7,8,none,0,5839,5840
GH030451,7,8,frontal_display,5840,5917,78
GH030451,7,8,none,5918,21209,15292
GH030451,7,9,none,0,21209,21210
GH030451,8,0,none,0,2494,2495
GH030451,8,0,frontal_display,2495,2545,51
GH030451,8,0,none,2546,7939,5394
GH030451,8,0,frontal_display,7940,7992,53
GH030451,8,0,none,7993,8499,507
GH030451,8,0,frontal_display,8500,8507,8
GH030451,8,0,none,8508,10782,2275
GH030451,8,0,chase,10783,10839,57
GH030451,8,0,none,10840,16361,5522
GH030451,8,0,frontal_display,16362,16422,61
GH030451,8,0,none,16423,17636,1214
GH030451,8,0,frontal_display,17637,17697,61
GH030451,8,0,none,17698,18911,1214
GH030451,8,0,frontal_display,18912,18957,46
GH030451,8,0,none,18958,21209,2252
GH030451,8,1,none,0,21209,21210
GH030451,8,10,none,0,21209,21210
GH030451,8,11,none,0,4669,4670
GH030451,8,11,frontal_display,4670,4750,81
GH030451,8,11,none,4751,7061,2311
GH030451,8,11,dart_bite,7062,7122,61
GH030451,8,11,none,7123,18866,11744
GH030451,8,11,frontal_display,18867,18905,39
GH030451,8,11,none,18906,19609,704
GH030451,8,11,dart_bite,19610,19655,46
GH030451,8,11,none,19656,21209,1554
GH030451,8,12,none,0,21209,21210
GH030451,8,13,none,0,21209,21210
GH030451,8,14,none,0,21209,21210
GH030451,8,2,none,0,21209,21210
GH030451,8,3,none,0,1406,1407
GH030451,8,3,frontal_display,1407,1452,46
GH030451,8,3,lateral_display,1453,1557,105
GH030451,8,3,none,1558,7301,5744
GH030451,8,3,lateral_display,7302,7354,53
GH030451,8,3,frontal_display,7355,7400,46
GH030451,8,3,none,7401,7406,6
GH030451,8,3,frontal_display,7407,7482,76
GH030451,8,3,none,7483,11074,3592
GH030451,8,3,chase,11075,11224,150
GH030451,8,3,none,11225,11299,75
GH030451,8,3,frontal_display,11300,11344,45
GH030451,8,3,chase,11345,11351,7
GH030451,8,3,none,11352,11384,33
GH030451,8,3,chase,11385,11396,12
GH030451,8,3,none,11397,21209,9813
GH030451,8,4,none,0,21209,21210
GH030451,8,5,none,0,21209,21210
GH030451,8,6,none,0,21209,21210
GH030451,8,7,none,0,21209,21210
GH030451,8,9,none,0,7826,7827
GH030451,8,9,frontal_display,7827,7938,112
GH030451,8,9,none,7939,10839,2901
GH030451,8,9,frontal_display,10840,10917,78
GH030451,8,9,none,10918,21209,10292
GH030451,9,0,none,0,1811,1812
GH030451,9,0,dart_bite,1812,1872,61
GH030451,9,0,none,1873,6049,4177
GH030451,9,0,frontal_display,6050,6102,53
GH030451,9,0,none,6103,19279,13177
GH030451,9,0,frontal_display,19280,19340,61
GH030451,9,0,none,19341,21209,1869
GH030451,9,1,none,0,21209,21210
GH030451,9,10,none,0,21209,21210
GH030451,9,11,none,0,21209,21210
GH030451,9,12,none,0,21209,21210
GH030451,9,13,none,0,21209,21210
GH030451,9,14,none,0,11914,11915
GH030451,9,14,chase,11915,11965,51
GH030451,9,14,none,11966,21209,9244
GH030451,9,2,none,0,21209,21210
GH030451,9,3,none,0,21209,21210
GH030451,9,4,none,0,14936,14937
GH030451,9,4,frontal_display,14937,14997,61
GH030451,9,4,none,14998,16804,1807
GH030451,9,4,frontal_display,16805,16861,57
GH030451,9,4,lateral_display,16862,16908,47
GH030451,9,4,none,16909,17029,121
GH030451,9,4,frontal_display,17030,17082,53
GH030451,9,4,none,17083,21209,4127
GH030451,9,5,none,0,21209,21210
GH030451,9,6,none,0,21209,21210
GH030451,9,7,none,0,21209,21210
GH030451,9,8,none,0,5948,5949
GH030451,9,8,frontal_display,5949,6005,57
GH030451,9,8,none,6006,7879,1874
GH030451,9,8,frontal_display,7880,7902,23
GH030451,9,8,none,7903,20644,12742
GH030451,9,8,frontal_display,20645,20682,38
GH030451,9,8,none,20683,21209,527
GH030861,0,1,none,0,5134,5135
GH030861,0,1,lateral_display,5135,5202,68
GH030861,0,1,none,5203,7676,2474
GH030861,0,1,frontal_display,7677,7740,64
GH030861,0,1,none,7741,9536,1796
GH030861,0,1,frontal_display,9537,9592,56
GH030861,0,1,none,9593,13404,3812
GH030861,0,1,frontal_display,13405,13470,66
GH030861,0,1,none,13471,21208,7738
GH030861,0,10,none,0,17009,17010
GH030861,0,10,lateral_display,17010,17019,10
GH030861,0,10,none,17020,21208,4189
GH030861,0,11,none,0,6386,6387
GH030861,0,11,frontal_display,6387,6396,10
GH030861,0,11,none,6397,6415,19
GH030861,0,11,frontal_display,6416,6432,17
GH030861,0,11,none,6433,11119,4687
GH030861,0,11,chase,11120,11184,65
GH030861,0,11,none,11185,16046,4862
GH030861,0,11,frontal_display,16047,16167,121
GH030861,0,11,none,16168,19754,3587
GH030861,0,11,frontal_display,19755,19785,31
GH030861,0,11,none,19786,21208,1423
GH030861,0,12,none,0,3664,3665
GH030861,0,12,frontal_display,3665,3709,45
GH030861,0,12,chase,3710,3792,83
GH030861,0,12,none,3793,14456,10664
GH030861,0,12,approach,14457,14518,62
GH030861,0,12,none,14519,21208,6690
GH030861,0,13,none,0,2389,2390
GH030861,0,13,approach,2390,2487,98
GH030861,0,13,none,2488,4946,2459
GH030861,0,13,frontal_display,4947,5043,97
GH030861,0,13,none,5044,7504,2461
GH030861,0,13,frontal_display,7505,7580,76
GH030861,0,13,none,7581,13066,5486
GH030861,0,13,approach,13067,13162,96
GH030861,0,13,none,13163,13657,495
GH030861,0,13,dart_bite,13658,13700,43
GH030861,0,13,none,13701,16519,2819
GH030861,0,13,approach,16520,16536,17
GH030861,0,13,none,16537,16610,74
GH030861,0,13,approach,16611,16635,25
GH030861,0,13,none,16636,16639,4
GH030861,0,13,lateral_display,16640,16752,113
GH030861,0,13,none,16753,16916,164
GH030861,0,13,frontal_display,16917,17000,84
GH030861,0,13,none,17001,20944,3944
GH030861,0,13,frontal_display,20945,21005,61
GH030861,0,13,none,21006,21208,203
GH030861,0,14,none,0,13496,13497
GH030861,0,14,chase,13497,13594,98
GH030861,0,14,none,13595,13818,224
GH030861,0,2,none,0,21208,21209
GH030861,0,3,none,0,21208,21209
GH030861,0,4,none,0,1931,1932
GH030861,0,4,frontal_display,1932,1962,31
GH030861,0,4,none,1963,4564,2602
GH030861,0,4,frontal_display,4565,4632,68
GH030861,0,4,none,4633,5846,1214
GH030861,0,4,frontal_display,5847,5922,76
GH030861,0,4,none,5923,6615,693
GH030861,0,4,frontal_display,6616,6625,10
GH030861,0,4,none,6626,7414,789
GH030861,0,4,frontal_display,7415,7452,38
GH030861,0,4,none,7453,9911,2459
GH030861,0,4,frontal_display,9912,9972,61
GH030861,0,4,none,9973,14349,4377
GH030861,0,4,frontal_display,14350,14418,69
GH030861,0,4,none,14419,20396,5978
GH030861,0,4,frontal_display,20397,20460,64
GH030861,0,4,none,20461,21182,722
GH030861,0,5,none,0,21208,21209
GH030861,0,6,none,0,4,5
GH030861,0,6,frontal_display,5,50,46
GH030861,0,6,none,51,4646,4596
GH030861,0,6,dart_bite,4647,4682,36
GH030861,0,6,none,4683,4706,24
GH030861,0,6,dart_bite,4707,4715,9
GH030861,0,6,none,4716,5974,1259
GH030861,0,6,approach,5975,6020,46
GH030861,0,6,none,6021,10961,4941
GH030861,0,6,frontal_display,10962,11037,76
GH030861,0,6,none,11038,11246,209
GH030861,0,6,chase,11247,11254,8
GH030861,0,6,none,11255,11561,307
GH030861,0,6,frontal_display,11562,11634,73
GH030861,0,6,none,11635,11779,145
GH030861,0,6,frontal_display,11780,11839,60
GH030861,0,6,none,11840,12017,178
GH030861,0,6,frontal_display,12018,12064,47
GH030861,0,6,none,12065,14801,2737
GH030861,0,6,approach,14802,14847,46
GH030861,0,6,none,14848,15716,869
GH030861,0,6,frontal_display,15717,15769,53
GH030861,0,6,none,15770,18409,2640
GH030861,0,6,frontal_display,18410,18463,54
GH030861,0,6,none,18464,21208,2745
GH030861,0,7,none,0,9094,9095
GH030861,0,7,approach,9095,9170,76
GH030861,0,7,none,9171,19294,10124
GH030861,0,7,approach,19295,19377,83
GH030861,0,7,none,19378,21208,1831
GH030861,0,8,none,0,21208,21209
GH030861,0,9,none,0,1241,1242
GH030861,0,9,frontal_display,1242,1287,46
GH030861,0,9,none,1288,1324,37
GH030861,0,9,frontal_display,1325,1377,53
GH030861,0,9,none,1378,1609,232
GH030861,0,9,frontal_display,1610,1655,46
GH030861,0,9,none,1656,1962,307
GH030861,0,9,frontal_display,1963,1991,29
GH030861,0,9,dart_bite,1992,2045,54
GH030861,0,9,frontal_display,2046,2109,64
GH030861,0,9,none,2110,2148,39
GH030861,0,9,frontal_display,2149,2194,46
GH030861,0,9,lateral_display,2195,2290,96
GH030861,0,9,none,2291,2756,466
GH030861,0,9,frontal_display,2757,2797,41
GH030861,0,9,none,2798,3394,597
GH030861,0,9,chase,3395,3450,56
GH030861,0,9,none,3451,4339,889
GH030861,0,9,chase,4340,4385,46
GH030861,0,9,none,4386,6146,1761
GH030861,0,9,frontal_display,6147,6217,71
GH030861,0,9,none,6218,6229,12
GH030861,0,9,lateral_display,6230,6314,85
GH030861,0,9,none,6315,7286,972
GH030861,0,9,frontal_display,7287,7329,43
GH030861,0,9,none,7330,12435,5106
GH030861,0,9,frontal_display,12436,12485,50
GH030861,0,9,none,12486,14179,1694
GH030861,0,9,frontal_display,14180,14274,95
GH030861,0,9,none,14275,15949,1675
GH030861,0,9,frontal_display,15950,16010,61
GH030861,0,9,none,16011,17554,1544
GH030861,0,9,frontal_display,17555,17635,81
GH030861,0,9,none,17636,17891,256
GH030861,0,9,frontal_display,17892,17967,76
GH030861,0,9,none,17968,18604,637
GH030861,0,9,chase,18605,18717,113
GH030861,0,9,none,18718,18906,189
GH030861,0,9,frontal_display,18907,18949,43
GH030861,0,9,none,18950,19785,836
GH030861,0,9,approach,19786,19851,66
GH030861,0,9,none,19852,20460,609
GH030861,0,9,frontal_display,20461,20502,42
GH030861,0,9,none,20503,21208,706
GH030861,1,0,none,0,5121,5122
GH030861,1,0,frontal_display,5122,5187,66
GH030861,1,0,none,5188,5201,14
GH030861,1,0,frontal_display,5202,5262,61
GH030861,1,0,none,5263,7879,2617
GH030861,1,0,quiver,7880,7924,45
GH030861,1,0,none,7925,9559,1635
GH030861,1,0,quiver,9560,9634,75
GH030861,1,0,none,9635,10691,1057
GH030861,1,0,quiver,10692,10722,31
GH030861,1,0,none,10723,13444,2722
GH030861,1,0,lateral_display,13445,13489,45
GH030861,1,0,none,13490,14139,650
GH030861,1,0,frontal_display,14140,14197,58
GH030861,1,0,none,14198,21208,7011
GH030861,1,10,none,0,3671,3672
GH030861,1,10,frontal_display,3672,3725,54
GH030861,1,10,none,3726,4099,374
GH030861,1,10,quiver,4100,4140,41
GH030861,1,10,none,4141,4241,101
GH030861,1,10,frontal_display,4242,4302,61
GH030861,1,10,none,4303,4346,44
GH030861,1,10,frontal_display,4347,4415,69
GH030861,1,10,none,4416,21209,16794
GH030861,1,11,none,0,21209,21210
GH030861,1,12,none,0,21209,21210
GH030861,1,13,none,0,5381,5382
GH030861,1,13,frontal_display,5382,5419,38
GH030861,1,13,none,5420,16008,10589
GH030861,1,13,frontal_display,16009,16077,69
GH030861,1,13,none,16078,16084,7
GH030861,1,13,frontal_display,16085,16160,76
GH030861,1,13,lateral_display,16161,16184,24
GH030861,1,13,frontal_display,16185,16271,87
GH030861,1,13,dart_bite,16272,16287,16
GH030861,1,13,none,16288,16289,2
GH030861,1,13,frontal_display,16290,16350,61
GH030861,1,13,none,16351,16369,19
GH030861,1,13,lateral_display,16370,16406,37
GH030861,1,13,frontal_display,16407,16482,76
GH030861,1,13,none,16483,16511,29
GH030861,1,13,dart_bite,16512,16549,38
GH030861,1,13,none,16550,21209,4660
GH030861,1,14,none,0,13818,13819
GH030861,1,2,none,0,21209,21210
GH030861,1,3,none,0,21209,21210
GH030861,1,4,none,0,21182,21183
GH030861,1,5,none,0,21209,21210
GH030861,1,6,none,0,11026,11027
GH030861,1,6,lateral_display,11027,11059,33
GH030861,1,6,none,11060,21209,10150
GH030861,1,7,none,0,21209,21210
GH030861,1,8,none,0,21209,21210
GH030861,1,9,none,0,10933,10934
GH030861,1,9,lateral_display,10934,11026,93
GH030861,1,9,none,11027,21209,10183
GH030861,10,0,none,0,5211,5212
GH030861,10,0,frontal_display,5212,5270,59
GH030861,10,0,none,5271,7552,2282
GH030861,10,0,frontal_display,7553,7592,40
GH030861,10,0,none,7593,13264,5672
GH030861,10,0,frontal_display,13265,13293,29
GH030861,10,0,none,13294,13353,60
GH030861,10,0,frontal_display,13354,13385,32
GH030861,10,0,none,13386,13391,6
GH030861,10,0,frontal_display,13392,13437,46
GH030861,10,0,none,13438,13624,187
GH030861,10,0,frontal_display,13625,13662,38
GH030861,10,0,none,13663,14096,434
GH030861,10,0,frontal_display,14097,14135,39
GH030861,10,0,none,14136,15514,1379
GH030861,10,0,frontal_display,15515,15545,31
GH030861,10,0,none,15546,16911,1366
GH030861,10,0,frontal_display,16912,17000,89
GH030861,10,0,none,17001,17029,29
GH030861,10,0,frontal_display,17030,17082,53
GH030861,10,0,none,17083,19549,2467
GH030861,10,0,frontal_display,19550,19595,46
GH030861,10,0,none,19596,21208,1613
GH030861,10,1,none,0,4069,4070
GH030861,10,1,frontal_display,4070,4115,46
GH030861,10,1,none,4116,21209,17094
GH030861,10,11,none,0,21209,21210
GH030861,10,12,none,0,7931,7932
GH030861,10,12,frontal_display,7932,7968,37
GH030861,10,12,none,7969,12783,4815
GH030861,10,12,frontal_display,12784,12837,54
GH030861,10,12,none,12838,21209,8372
GH030861,10,13,none,0,21209,21210
GH030861,10,14,none,0,13526,13527
GH030861,10,14,frontal_display,13527,13565,39
GH030861,10,14,none,13566,13738,173
GH030861,10,14,chase,13739,13744,6
GH030861,10,14,none,13745,13818,74
GH030861,10,2,none,0,8751,8752
GH030861,10,2,approach,8752,8797,46
GH030861,10,2,none,8798,9176,379
GH030861,10,2,approach,9177,9244,68
GH030861,10,2,none,9245,21209,11965
GH030861,10,3,none,0,6274,6275
GH030861,10,3,approach,6275,6364,90
GH030861,10,3,none,6365,12859,6495
GH030861,10,3,approach,12860,12935,76
GH030861,10,3,none,12936,21209,8274
GH030861,10,4,none,0,21182,21183
GH030861,10,5,none,0,8681,8682
GH030861,10,5,approach,8682,8751,70
GH030861,10,5,none,8752,18274,9523
GH030861,10,5,approach,18275,18357,83
GH030861,10,5,none,18358,21209,2852
GH030861,10,6,none,0,21209,21210
GH030861,10,7,none,0,21209,21210
GH030861,10,8,none,0,1744,1745
GH030861,10,8,frontal_display,1745,1857,113
GH030861,10,8,none,1858,6664,4807
GH030861,10,8,approach,6665,6733,69
GH030861,10,8,none,6734,12679,5946
GH030861,10,8,approach,12680,12783,104
GH030861,10,8,none,12784,19001,6218
GH030861,10,8,approach,19002,19070,69
GH030861,10,8,none,19071,21209,2139
GH030861,10,9,none,0,21209,21210
GH030861,11,0,none,0,1159,1160
GH030861,11,0,quiver,1160,1235,76
GH030861,11,0,none,1236,1436,201
GH030861,11,0,lateral_display,1437,1482,46
GH030861,11,0,none,1483,1699,217
GH030861,11,0,quiver,1700,1767,68
GH030861,11,0,none,1768,3259,1492
GH030861,11,0,lateral_display,3260,3335,76
GH030861,11,0,none,3336,6424,3089
GH030861,11,0,lateral_display,6425,6507,83
GH030861,11,0,none,6508,6844,337
GH030861,11,0,quiver,6845,6927,83
GH030861,11,0,none,6928,8324,1397
GH030861,11,0,quiver,8325,8360,36
GH030861,11,0,none,8361,8606,246
GH030861,11,0,quiver,8607,8697,91
GH030861,11,0,none,8698,8929,232
GH030861,11,0,quiver,8930,9012,83
GH030861,11,0,none,9013,9041,29
GH030861,11,0,quiver,9042,9087,46
GH030861,11,0,none,9088,11434,2347
GH030861,11,0,frontal_display,11435,11520,86
GH030861,11,0,none,11521,16024,4504
GH030861,11,0,quiver,16025,16219,195
GH030861,11,0,none,16220,17756,1537
GH030861,11,0,quiver,17757,17804,48
GH030861,11,0,none,17805,17834,30
GH030861,11,0,quiver,17835,17880,46
GH030861,11,0,none,17881,18049,169
GH030861,11,0,frontal_display,18050,18110,61
GH030861,11,0,none,18111,19009,899
GH030861,11,0,quiver,19010,19085,76
GH030861,11,0,none,19086,19799,714
GH030861,11,0,frontal_display,19800,19850,51
GH030861,11,0,quiver,19851,19925,75
GH030861,11,0,none,19926,20224,299
GH030861,11,0,quiver,20225,20262,38
GH030861,11,0,none,20263,20584,322
GH030861,11,0,quiver,20585,20779,195
GH030861,11,0,none,20780,21208,429
GH030861,11,1,none,0,10879,10880
GH030861,11,1,chase,10880,10925,46
GH030861,11,1,none,10926,11079,154
GH030861,11,1,chase,11080,11142,63
GH030861,11,1,none,11143,21209,10067
GH030861,11,10,none,0,21209,21210
GH030861,11,12,none,0,10699,10700
GH030861,11,12,frontal_display,10700,10710,11
GH030861,11,12,none,10711,10771,61
GH030861,11,12,frontal_display,10772,10775,4
GH030861,11,12,none,10776,21209,10434
GH030861,11,13,none,0,21209,21210
GH030861,11,14,none,0,13818,13819
GH030861,11,2,none,0,21209,21210
GH030861,11,3,none,0,21209,21210
GH030861,11,4,none,0,21182,21183
GH030861,11,5,none,0,21209,21210
GH030861,11,6,none,0,11142,11143
GH030861,11,6,chase,11143,11143,1
GH030861,11,6,none,11144,11179,36
